word,Handwritten (Deluxe),word,Illuminate (Deluxe),word,Nine Track Mind (Deluxe),word,Shawn Mendes,word,Voicenotes
brings,0.01951430693906378,alone,0.027364508465869183,man,0.01911548176122698,shoe,0.025232213260127322,need,0.020443456388317727
pretty,0.01951430693906378,stay,0.027364508465869183,pull,0.01911548176122698,bad,0.025232213260127322,someone,0.020443456388317727
tripping,0.01951430693906378,girl,0.027364508465869183,mercy,0.01911548176122698,fell,0.025232213260127322,hey,0.020443456388317727
ordinary,0.01951430693906378,hand,0.027364508465869183,le,0.01911548176122698,involved,0.025232213260127322,thought,0.020443456388317727
bleed,0.01951430693906378,fight,0.02696137354188984,without,0.01911548176122698,promise,0.024837586034883972,see,0.020443456388317727
scary,0.01951430693906378,strong,0.02696137354188984,reason,0.01911548176122698,someone,0.024837586034883972,fall,0.020443456388317727
lied,0.01951430693906378,hear,0.02696137354188984,crash,0.01727114596923296,make,0.024837586034883972,ya,0.019336591346628105
pulling,0.01951430693906378,forget,0.02696137354188984,soon,0.01727114596923296,back,0.024837586034883972,lie,0.019336591346628105
piece,0.01951430693906378,inside,0.02696137354188984,onto,0.01727114596923296,keep,0.023492810710214244,good,0.019336591346628105
grabbing,0.01951430693906378,anymore,0.02696137354188984,insane,0.01727114596923296,turn,0.023492810710214244,god,0.019336591346628105
aching,0.01951430693906378,side,0.02696137354188984,tight,0.01727114596923296,sorry,0.023492810710214244,though,0.019336591346628105
wind,0.01951430693906378,fire,0.02563990789953974,black,0.01727114596923296,inside,0.023492810710214244,loving,0.019336591346628105
see,0.01859734362982177,deserve,0.02563990789953974,pride,0.01727114596923296,ask,0.023492810710214244,saw,0.01723953878574691
think,0.01859734362982177,bone,0.02563990789953974,uh,0.01727114596923296,treat,0.02094501632499842,lover,0.01723953878574691
afraid,0.01859734362982177,trust,0.02563990789953974,tell,0.017001028388173134,underneath,0.02094501632499842,wake,0.01723953878574691
every,0.01859734362982177,morning,0.02563990789953974,phone,0.017001028388173134,hit,0.02094501632499842,everybody,0.01723953878574691
stay,0.01859734362982177,twice,0.02563990789953974,see,0.017001028388173134,skin,0.02094501632499842,coming,0.01723953878574691
fall,0.01859734362982177,many,0.02563990789953974,maybe,0.017001028388173134,hope,0.02094501632499842,goodbye,0.01723953878574691
start,0.018323366893869174,ahead,0.023166070178197582,back,0.017001028388173134,doe,0.02094501632499842,giving,0.01723953878574691
begging,0.017425278383474758,shawn,0.023166070178197582,walk,0.017001028388173134,hundred,0.02094501632499842,knee,0.01723953878574691
knee,0.017425278383474758,swear,0.023166070178197582,fall,0.017001028388173134,kind,0.02094501632499842,perfect,0.01723953878574691
told,0.017425278383474758,drive,0.023166070178197582,afraid,0.017001028388173134,many,0.02094501632499842,rumor,0.017161155519749664
needed,0.017425278383474758,getting,0.023166070178197582,question,0.01608054588080246,half,0.02094501632499842,surface,0.017161155519749664
onto,0.015744019966368594,dad,0.023166070178197582,lie,0.01608054588080246,live,0.020849785309463575,rhythm,0.017161155519749664
fine,0.015744019966368594,asking,0.023166070178197582,might,0.01608054588080246,curse,0.020849785309463575,least,0.017161155519749664
pushing,0.015744019966368594,shaking,0.023166070178197582,else,0.01608054588080246,drownin,0.020849785309463575,parted,0.017161155519749664
tearing,0.015744019966368594,wait,0.022803757054890985,knew,0.01608054588080246,disappointment,0.020849785309463575,faster,0.017161155519749664
black,0.015744019966368594,place,0.022803757054890985,cold,0.01608054588080246,medicine,0.020849785309463575,beg,0.017161155519749664
mouth,0.015744019966368594,thought,0.022803757054890985,found,0.014336611320920234,laying,0.020849785309463575,dirt,0.017161155519749664
stand,0.015744019966368594,away,0.022803757054890985,fool,0.014336611320920234,nah,0.020849785309463575,seriously,0.017161155519749664
worse,0.015744019966368594,day,0.022803757054890985,lover,0.014336611320920234,crawling,0.020849785309463575,mmh,0.017161155519749664
shaking,0.015744019966368594,everything,0.022803757054890985,single,0.014336611320920234,paradise,0.020849785309463575,show,0.01635476511065418
shawn,0.015744019966368594,truth,0.02156909883351187,light,0.014336611320920234,mhm,0.020849785309463575,around,0.01635476511065418
shoulder,0.015744019966368594,else,0.02156909883351187,trust,0.014336611320920234,specific,0.020849785309463575,wait,0.01635476511065418
everyday,0.015744019966368594,air,0.02156909883351187,lip,0.014336611320920234,argue,0.020849785309463575,walk,0.01635476511065418
okay,0.015744019966368594,pull,0.019229930924654803,moving,0.014336611320920234,brush,0.020849785309463575,come,0.01635476511065418
dead,0.015744019966368594,crime,0.019229930924654803,darling,0.014336611320920234,sky,0.020849785309463575,left,0.01635476511065418
lately,0.015497786358184808,broken,0.019229930924654803,done,0.014336611320920234,wrapped,0.020849785309463575,home,0.01635476511065418
always,0.015497786358184808,alright,0.019229930924654803,front,0.014271426838166212,happy,0.020849785309463575,end,0.01450244350997108
face,0.015497786358184808,open,0.019229930924654803,riding,0.014271426838166212,hoping,0.020849785309463575,guess,0.01450244350997108
might,0.01465869351509534,wasting,0.019229930924654803,million,0.014271426838166212,hour,0.020849785309463575,regret,0.01450244350997108
along,0.01465869351509534,slow,0.019229930924654803,express,0.014271426838166212,familiar,0.020849785309463575,nothing,0.01450244350997108
guess,0.01465869351509534,man,0.019229930924654803,spell,0.014271426838166212,na,0.019870068827907178,waste,0.01450244350997108
anymore,0.01465869351509534,dark,0.019142497913278534,tied,0.014271426838166212,thought,0.019870068827907178,tried,0.01450244350997108
turn,0.01465869351509534,lure,0.019142497913278534,wondered,0.014271426838166212,thing,0.019870068827907178,caught,0.01450244350997108
thinking,0.01465869351509534,slam,0.019142497913278534,pile,0.014271426838166212,dying,0.01761960803266068,looking,0.01450244350997108
move,0.013068958787606066,near,0.019142497913278534,follower,0.014271426838166212,guess,0.01761960803266068,life,0.01450244350997108
smile,0.013068958787606066,sinking,0.019142497913278534,remains,0.014271426838166212,find,0.01761960803266068,find,0.01450244350997108
picture,0.013068958787606066,guessing,0.019142497913278534,awoken,0.014271426838166212,word,0.01761960803266068,guy,0.013845512217912146
control,0.013068958787606066,complicate,0.019142497913278534,completely,0.014271426838166212,waste,0.01761960803266068,asking,0.013845512217912146
bone,0.013068958787606066,stumbled,0.019142497913278534,rush,0.014271426838166212,along,0.01761960803266068,hide,0.013845512217912146
whatever,0.013068958787606066,deep,0.019142497913278534,smoking,0.014271426838166212,close,0.01761960803266068,swear,0.013845512217912146
mistake,0.013068958787606066,living,0.019142497913278534,choking,0.014271426838166212,different,0.01761960803266068,warning,0.013845512217912146
best,0.013068958787606066,naked,0.019142497913278534,opened,0.014271426838166212,loving,0.01761960803266068,staying,0.013845512217912146
light,0.013068958787606066,little,0.018243005643912787,popular,0.014271426838166212,good,0.01761960803266068,ground,0.013845512217912146
far,0.013068958787606066,gone,0.018243005643912787,lovin,0.014271426838166212,name,0.01761960803266068,chance,0.013845512217912146
hmm,0.013009537959375853,felt,0.018243005643912787,blue,0.014271426838166212,trying,0.01761960803266068,anxious,0.013845512217912146
house,0.013009537959375853,face,0.018243005643912787,change,0.013600822710538507,looking,0.01761960803266068,clothes,0.013845512217912146
darkness,0.013009537959375853,different,0.016176824125133903,try,0.013600822710538507,met,0.01761960803266068,sign,0.013845512217912146
sad,0.013009537959375853,seen,0.016176824125133903,around,0.013600822710538507,forget,0.01761960803266068,harder,0.013845512217912146
shining,0.013009537959375853,matter,0.016176824125133903,friend,0.013600822710538507,knew,0.01761960803266068,admit,0.013845512217912146
raise,0.013009537959375853,sorry,0.016176824125133903,really,0.013600822710538507,pretend,0.01761960803266068,run,0.013845512217912146
shine,0.013009537959375853,ask,0.016176824125133903,door,0.013600822710538507,tomorrow,0.01682147550675155,insecure,0.013845512217912146
kinda,0.013009537959375853,sometimes,0.016176824125133903,ta,0.013600822710538507,act,0.01682147550675155,convince,0.013845512217912146
punched,0.013009537959375853,listen,0.016176824125133903,think,0.013600822710538507,middle,0.01682147550675155,minute,0.013845512217912146
eternity,0.013009537959375853,babe,0.016176824125133903,breathe,0.012060409410601845,meant,0.01682147550675155,tonight,0.012266073832990635
searching,0.013009537959375853,changing,0.016176824125133903,everyone,0.012060409410601845,heard,0.01682147550675155,every,0.012266073832990635
sleeping,0.013009537959375853,supposed,0.015444046785465055,babe,0.012060409410601845,started,0.01682147550675155,place,0.012266073832990635
seam,0.013009537959375853,shoulder,0.015444046785465055,dying,0.012060409410601845,staring,0.01682147550675155,promise,0.012266073832990635
hole,0.013009537959375853,talking,0.015444046785465055,truth,0.012060409410601845,sound,0.01682147550675155,going,0.012266073832990635
sneak,0.013009537959375853,taste,0.015444046785465055,regret,0.012060409410601845,nice,0.01682147550675155,talk,0.012266073832990635
forgive,0.013009537959375853,lot,0.015444046785465055,matter,0.012060409410601845,honest,0.01682147550675155,friend,0.012266073832990635
typical,0.013009537959375853,tired,0.015444046785465055,met,0.012060409410601845,quite,0.01682147550675155,everything,0.012266073832990635
alive,0.013009537959375853,probably,0.015444046785465055,air,0.012060409410601845,drink,0.01682147550675155,always,0.012266073832990635
burnt,0.013009537959375853,meant,0.015444046785465055,gave,0.011514097312821974,laugh,0.01682147550675155,better,0.012266073832990635
astrid,0.013009537959375853,belong,0.015444046785465055,describe,0.011514097312821974,erase,0.01682147550675155,try,0.012266073832990635
touched,0.013009537959375853,worse,0.015444046785465055,lonely,0.011514097312821974,compared,0.01682147550675155,moment,0.012266073832990635
gone,0.012398229086547845,hotel,0.015444046785465055,line,0.011514097312821974,girl,0.014902551620930383,man,0.011493025857164607
someone,0.012398229086547845,mess,0.015444046785465055,ten,0.011514097312821974,maybe,0.014902551620930383,needed,0.011493025857164607
moment,0.012398229086547845,weight,0.015444046785465055,drive,0.011514097312821974,alone,0.014902551620930383,many,0.011493025857164607
thing,0.012398229086547845,power,0.015444046785465055,longer,0.011514097312821974,better,0.014902551620930383,deserve,0.011493025857164607
really,0.012398229086547845,rest,0.015444046785465055,act,0.011514097312821974,moment,0.014902551620930383,call,0.009668295673314052
everything,0.012398229086547845,train,0.015444046785465055,red,0.011514097312821974,really,0.014902551620930383,whole,0.009668295673314052
left,0.012398229086547845,minute,0.015444046785465055,sun,0.011514097312821974,ta,0.014902551620930383,something,0.009668295673314052
making,0.010994020136321505,pride,0.015444046785465055,obsessed,0.011514097312821974,face,0.014902551620930383,everyone,0.009668295673314052
beautiful,0.010994020136321505,thing,0.013682254232934591,harder,0.011514097312821974,remember,0.014902551620930383,name,0.009668295673314052
world,0.010994020136321505,hey,0.013682254232934591,whoa,0.011514097312821974,come,0.014902551620930383,hold,0.009668295673314052
together,0.010994020136321505,moment,0.013682254232934591,till,0.011514097312821974,bed,0.013963344216665615,would,0.009668295673314052
side,0.010994020136321505,remember,0.013682254232934591,road,0.011514097312821974,mercy,0.013963344216665615,took,0.009668295673314052
lost,0.010994020136321505,still,0.013682254232934591,chance,0.011514097312821974,lip,0.013963344216665615,else,0.009668295673314052
true,0.010994020136321505,change,0.013682254232934591,high,0.011514097312821974,forever,0.013963344216665615,list,0.008580577759874832
asleep,0.010496013310912397,leave,0.013682254232934591,please,0.01020061703290388,arm,0.013963344216665615,leaving,0.008580577759874832
till,0.010496013310912397,fall,0.013682254232934591,everything,0.01020061703290388,star,0.013963344216665615,lived,0.008580577759874832
sound,0.010496013310912397,phone,0.013682254232934591,hurt,0.01020061703290388,lying,0.013963344216665615,recklessness,0.008580577759874832
