word,Handwritten (Deluxe),word,Illuminate (Deluxe),word,Nine Track Mind (Deluxe),word,Shawn Mendes,word,Voicenotes
line,0,liar,0,lightin,0,lies,0,liar,0
lips,0,lied,0,list,0,life,0,lied,0
live,0,lifeline,0,listen,0,lifeline,0,lies,0
luck,0,lift,0,live,0,lift,0,lifeline,0
lived,0,masterpiece,0,lived,0,light,0,lift,0
living,0,means,0,living,0,lighted,0,light,0
lock,0,killing,0,looked,0,lightin,0,lighted,0
lonely,0,noses,0,lookin,0,lights,0,may,0
looked,0,needed,0,lot,0,likes,0,meant,0
lookin,0,needing,0,lotto,0,limelight,0,king,0
lord,0,needle,0,lower,0,limousine,0,mutual,0
losing,0,neither,0,medal,0,list,0,naked,0
lot,0,nervous,0,lure,0,lived,0,names,0
'bout,0,net,0,lured,0,living,0,near,0
lovin,0,new,0,mad,0,lock,0,needing,0
loving,0,next,0,made,0,lonely,0,needle,0
minutes,0,nice,0,makes,0,missing,0,negative,0
missing,0,nicky,0,making,0,mmh,0,neither,0
mmh,0,nicole,0,manipulate,0,lead,0,net,0
ooh-ooh-ooh-ooh-ooh,0,niggas,0,many,0,outta,0,next,0
nowadays,0,nights,0,may,0,ocean,0,nice,0
nowhere,0,notes,0,means,0,okay,0,niggas,0
number,0,medal,0,meant,0,old,0,noses,0
nyc,0,nothin,0,names,0,one-way,0,notes,0
obsessed,0,notice,0,needed,0,onto,0,nothin,0
one-on-one,0,noticed,0,focus,0,ooh-oh,0,nowadays,0
one-way,0,nowhere,0,needing,0,ooh-ooh,0,nowhere,0
ones,0,number,0,over-complicate,0,ooh-ooh-oh,0,number,0
ooh-oh,0,nyc,0,overwhelmed,0,ooh-ooh-ooh,0,obsessed,0
ooh-ooh,0,obsessed,0,pack,0,ooh-ooh-ooh-ooh-ooh,0,ocean,0
ooh-ooh-oh,0,ocean,0,pain,0,opened,0,old,0
ooh-ooh-ooh,0,okay,0,paint,0,ordinary,0,one-on-one,0
open,0,one-on-one,0,paradise,0,over-complicate,0,one-way,0
mmm-mmm,0,one-way,0,parents,0,mmm-mmm,0,ones,0
opened,0,ones,0,part,0,overdosed,0,onto,0
opposite,0,onto,0,parted,0,pack,0,open,0
outside,0,names,0,particular,0,paint,0,opened,0
over-complicate,0,name,0,pass,0,parents,0,opposite,0
overdosed,0,nah,0,past,0,paris,0,nah,0
overwhelmed,0,mutual,0,patience,0,part,0,must,0
paradise,0,medicine,0,patient,0,parted,0,medal,0
paris,0,memory,0,pay,0,party,0,muse,0
parted,0,men,0,people,0,pass,0,medicine,0
particular,0,messin,0,perfectly,0,past,0,meet,0
patience,0,messing,0,perfume,0,patience,0,memory,0
patient,0,met,0,permanent,0,patient,0,men,0
notice,0,mhm,0,permission,0,nyc,0,mercy,0
nothing,0,middle,0,person,0,nowhere,0,mess,0
nothin,0,miles,0,pickin,0,nowadays,0,mhm,0
notes,0,million,0,picture,0,noticed,0,middle,0
modeling,0,mine,0,piece,0,modeling,0,midnight,0
models,0,miss,0,places,0,models,0,might,0
molly,0,mmh,0,outta,0,molly,0,miles,0
money,0,mmm-mmm,0,outside,0,money,0,million,0
mother,0,modeling,0,ordinary,0,moth,0,minds,0
motions,0,models,0,noticed,0,mother,0,minutes,0
mount,0,molly,0,needle,0,motions,0,modeling,0
mountain,0,money,0,negative,0,mount,0,models,0
moves,0,moth,0,nervous,0,mountain,0,molly,0
movies,0,mother,0,net,0,move,0,money,0
muse,0,mount,0,nice,0,moves,0,morning,0
mutual,0,mountain,0,nicky,0,moving,0,moth,0
nah,0,mouth,0,nicole,0,must,0,motions,0
naked,0,movies,0,nights,0,naked,0,mount,0
near,0,moving,0,noses,0,names,0,mountain,0
negative,0,muse,0,notes,0,near,0,mouth,0
neither,0,must,0,nothin,0,needing,0,move,0
nervous,0,kind,0,nowadays,0,needle,0,moves,0
net,0,kill,0,opposite,0,negative,0,movies,0
new,0,finally,0,number,0,neither,0,kissed,0
nicky,0,greyhound,0,nyc,0,next,0,kinda,0
nicole,0,gaye,0,ocean,0,nicky,0,follow,0
niggas,0,gently,0,okay,0,nicole,0,gorgeous,0
nights,0,getcha,0,one-on-one,0,niggas,0,gray,0
noses,0,gettin,0,ones,0,notice,0,green,0
leather,0,girls,0,ooh-oh,0,lean,0,grew,0
least,0,giving,0,ooh-ooh,0,lay,0,grow,0
learning,0,glad,0,ooh-ooh-oh,0,followed,0,grown,0
harder,0,goin,0,ooh-ooh-ooh,0,happened,0,guessing,0
gray,0,goodbye,0,ooh-ooh-ooh-ooh-ooh,0,gorgeous,0,hair,0
green,0,grabbing,0,lied,0,grabbing,0,hand,0
greyhound,0,gray,0,letting,0,gray,0,hang,0
growing,0,green,0,leaving,0,green,0,hanging,0
grown,0,grew,0,least,0,grew,0,happening,0
guessing,0,ground,0,happened,0,greyhound,0,happens,0
hair,0,headlines,0,happening,0,ground,0,happier,0
hang,0,grown,0,happens,0,grow,0,happiness,0
happened,0,guy,0,happier,0,guessing,0,happy,0
happens,0,hair,0,happiness,0,guy,0,hard,0
happiness,0,half,0,happy,0,hang,0,harm,0
happy,0,hang,0,hard,0,hanging,0,he-ey,0
hate,0,hanging,0,harm,0,happening,0,headed,0
hitting,0,happened,0,he-ey,0,heavy,0,headlines,0
headlines,0,happening,0,headed,0,happens,0,healing,0
healing,0,happy,0,headlines,0,happier,0,hear,0
heard,0,hard,0,heartbreak,0,happiness,0,heard,0
heartbreak,0,harder,0,heather,0,harder,0,heartbreak,0
hearted,0,harm,0,heavy,0,harm,0,hearted,0
heat,0,he-ey,0,hell,0,he-ey,0,hearts,0
heather,0,gave,0,help,0,headed,0,heat,0
hell,0,gasoline,0,hesitation,0,healing,0,grabbing,0
hesitation,0,games,0,hi,0,heartbreak,0,gladly,0
hi,0,game,0,hide,0,hearted,0,hesitation,0
hide,0,fingers,0,higher,0,hearts,0,glad,0
highlights,0,fit,0,history,0,heat,0,followed,0
gorgeous,0,flash,0,hmm,0,goodbye,0,followers,0
good,0,flew,0,hole,0,gon,0,fool,0
goin,0,flight,0,honest,0,goin,0,foolish,0
gladly,0,floor,0,hopeless,0,god,0,forever,0
forgetting,0,fly,0,half,0,followers,0,forget,0
forgiveness,0,focus,0,hair,0,fool,0,forgetting,0
forward,0,fog,0,guy,0,foolish,0,forgive,0
found,0,followed,0,getting,0,forgetting,0,forgiveness,0
free,0,followers,0,fog,0,forgive,0,forward,0
friend,0,foolish,0,follow,0,forgiveness,0,free,0
friendship,0,forever,0,forgive,0,friday,0,friday,0
front,0,forgetting,0,friday,0,front,0,friends,0
fuck,0,forgive,0,friendship,0,fuck,0,friendship,0
fucking,0,forgiveness,0,fucking,0,fucking,0,front,0
full,0,forward,0,gentleman,0,full,0,fuck,0
fun,0,found,0,gently,0,fun,0,full,0
funny,0,friday,0,getcha,0,funny,0,fun,0
game,0,friend,0,gets,0,games,0,funny,0
games,0,friendship,0,gettin,0,gasoline,0,game,0
gasoline,0,front,0,given,0,gave,0,games,0
gave,0,fuck,0,guessing,0,gaye,0,gasoline,0
gaye,0,fucking,0,gladly,0,gentleman,0,gaye,0
gentleman,0,full,0,goes,0,gently,0,gentleman,0
getcha,0,fun,0,goin,0,gettin,0,gently,0
gettin,0,funny,0,gorgeous,0,getting,0,getcha,0
girls,0,headed,0,grabbing,0,girls,0,getting,0
given,0,healing,0,grew,0,given,0,heavy,0
giving,0,kilimanjaro,0,greyhound,0,glad,0,hi,0
glad,0,interested,0,ground,0,gladly,0,kils,0
history,0,i'ma,0,grow,0,heather,0,imagination,0
ho,0,i-i-i,0,growing,0,hesitation,0,inch,0
lead,0,idea,0,guess,0,lawn,0,inconsistency,0
kicked,0,ignored,0,hopes,0,killing,0,inhibitions,0
involved,0,imagination,0,hopin,0,jet,0,innocent,0
japan,0,immature,0,hoping,0,judge,0,inside,0
jet,0,impressed,0,knees,0,kama,0,instagram,0
joke,0,inconsistency,0,keeping,0,karaoke,0,instead,0
judge,0,innocent,0,key,0,karma,0,instrumental,0
kama,0,insane,0,kicked,0,keeping,0,intentions,0
kanye,0,insecure,0,kid,0,kept,0,interested,0
karaoke,0,instagram,0,kids,0,key,0,intertwined,0
karma,0,instrumental,0,kill,0,kid,0,japan,0
keeping,0,intertwined,0,killing,0,kids,0,jet,0
kept,0,heard,0,kills,0,kilimanjaro,0,joke,0
key,0,involved,0,kils,0,kill,0,judge,0
kilimanjaro,0,japan,0,kinda,0,kills,0,kama,0
holdin,0,jet,0,kisses,0,hide,0,kanye,0
kils,0,joke,0,knife,0,kils,0,karaoke,0
kind,0,judge,0,kanye,0,kinda,0,keep,0
king,0,kama,0,knowing,0,king,0,keeping,0
kissed,0,kanye,0,la,0,kissed,0,kicked,0
knee,0,karaoke,0,lady,0,kisses,0,kid,0
knock,0,karma,0,last,0,knee,0,kids,0
knowing,0,kept,0,late,0,knees,0,kilimanjaro,0
la,0,key,0,laugh,0,knock,0,kill,0
lady,0,kicked,0,laughin,0,known,0,killing,0
laughin,0,kids,0,lay,0,la,0,kills,0
lawn,0,hypnotized,0,laying,0,lady,0,impressed,0
laying,0,hurts,0,lean,0,last,0,ignored,0
interested,0,hurting,0,learning,0,intertwined,0,high,0
intentions,0,hurricane,0,karma,0,intentions,0,ignore,0
instrumental,0,hearted,0,joke,0,instead,0,higher,0
instead,0,hearts,0,hotel,0,instagram,0,highlights,0
honest,0,heat,0,immature,0,high,0,history,0
hopeless,0,heather,0,hours,0,higher,0,hit,0
hopes,0,heavy,0,house,0,highlights,0,hitting,0
hopin,0,hell,0,huh,0,hitting,0,hmm,0
hoping,0,hi,0,hurricane,0,hmm,0,ho,0
hosting,0,high,0,hurts,0,ho,0,holdin,0
hotel,0,higher,0,hypnotized,0,hold,0,holding,0
hours,0,highlights,0,i'ma,0,holdin,0,hole,0
huh,0,history,0,i-i-i,0,holding,0,honest,0
hundred,0,hit,0,idea,0,hole,0,hope,0
hurting,0,hitting,0,ignore,0,hosting,0,hopeless,0
i'ma,0,hmm,0,imagination,0,house,0,hopes,0
i-i-i,0,ho,0,impressed,0,huh,0,hopin,0
idea,0,holdin,0,japan,0,hurricane,0,hoping,0
ignore,0,hole,0,inch,0,hurt,0,hosting,0
ignored,0,honestly,0,inconsistency,0,hurting,0,hotel,0
immature,0,hope,0,inhibitions,0,hypnotized,0,hours,0
impressed,0,hopeless,0,innocent,0,i'ma,0,house,0
inch,0,hopes,0,insecure,0,ignore,0,hundred,0
inconsistency,0,hopin,0,instead,0,ignored,0,hurricane,0
inhibitions,0,hoping,0,instrumental,0,imagination,0,hurting,0
innocent,0,hosting,0,intentions,0,immature,0,hurts,0
insane,0,hours,0,interested,0,inch,0,hypnotized,0
insecure,0,house,0,intertwined,0,inhibitions,0,i-i-i,0
instagram,0,huh,0,involved,0,insane,0,idea,0
zone,0,zone,0,zone,0,loud,0,zone,0
